"year","month","day","tag","answercount","commentcount","questioncount","upvotes","downvotes","offensivevotes"
2013,12,12,qt,0,3,0,1,0,0
2013,12,12,spring,2,4,1,3,0,0
2013,12,12,sql-server,8,9,3,4,0,0
2013,12,12,tomcat,0,7,0,0,0,0
2013,12,12,tsql,8,9,3,4,0,0
2013,12,13,android,2,4,1,3,0,0
2013,12,13,asp.net-mvc,2,0,1,4,0,0
2013,12,13,c#,3,4,2,9,0,0
2013,12,13,css,0,0,0,1,0,0
2013,12,13,css3,3,4,2,4,0,0
2013,12,13,data,0,0,0,1,0,0
2013,12,13,delphi,3,16,1,3,0,0
2013,12,13,firefox,1,3,1,2,0,0
2013,12,13,git,0,2,0,7,0,0
2013,12,13,html5,3,4,2,4,0,0
2013,12,13,java,21,41,8,14,1,0
2013,12,13,java-8,3,8,1,1,1,0
2013,12,13,javascript,0,3,0,0,0,0
2013,12,13,jsf,1,0,1,0,0,0
2013,12,13,jsf-2.2,7,7,1,1,0,0
2013,12,13,laravel,2,4,1,1,0,0
2013,12,13,laravel-4,2,4,1,1,0,0
2013,12,13,laravel-eloquent,0,2,0,0,0,0
2013,12,13,magento,0,0,0,0,0,0
2013,12,13,maven,2,4,1,2,0,0
2013,12,13,mysql,0,2,0,7,0,0
2013,12,13,node.js,4,11,1,4,3,0
2013,12,13,php,4,5,2,4,0,0
2013,12,13,postgresql,1,2,1,2,0,0
2013,12,13,primefaces,8,7,2,1,0,0
2013,12,13,python,3,16,2,4,0,0
2013,12,13,restful,5,5,1,2,0,0
2013,12,13,ruby,6,4,2,2,0,0
2013,12,13,ruby-on-rails,2,2,1,1,0,0
2013,12,13,sql-server,4,5,2,5,0,0
2013,12,13,tsql,3,0,1,3,0,0
2013,12,13,twitter-bootstrap,7,7,1,1,0,0
2013,12,13,xml,1,5,1,2,0,0
2013,12,14,asp.net-mvc,1,0,1,3,0,0
2013,12,14,asp.net-mvc-5,1,0,1,2,0,0
2013,12,14,c#,6,6,2,3,0,0
2013,12,14,c++,2,6,1,4,0,0
2013,12,14,css,7,4,1,3,0,0
2013,12,14,css3,7,4,1,3,0,0
2013,12,14,excel,1,2,1,1,0,0
2013,12,14,firefox,0,0,0,0,0,0
2013,12,14,html,7,4,1,3,0,0
2013,12,14,html5,0,0,0,0,0,0
2013,12,14,java,0,2,0,1,0,0
2013,12,14,linq,5,6,1,0,0,0
2013,12,14,postgresql,2,8,1,2,0,0
2013,12,14,python,2,0,2,2,0,0
2013,12,14,ruby,0,1,0,3,0,0
2013,12,14,ruby-on-rails,0,1,0,3,0,0
2013,12,14,ubuntu,2,6,1,1,0,0
2013,12,14,vba,1,2,1,1,0,0
2013,12,15,ajax,1,1,1,2,0,0
2013,12,15,android,3,10,2,2,0,0
2013,12,15,asp.net,2,2,1,2,0,0
2013,12,15,asp.net-mvc,0,0,0,0,0,0
2013,12,15,asp.net-mvc-5,0,0,0,0,0,0
2013,12,15,c#,6,5,3,4,0,0
2013,12,15,c++,1,0,1,0,0,0
2013,12,15,git,1,7,1,2,0,0
2013,12,15,java,1,8,1,3,0,0
2013,12,15,javascript,10,9,2,8,0,0
2013,12,15,linux,1,9,1,2,0,0
2013,12,15,php,1,1,1,2,0,0
2013,12,15,python,3,4,1,3,0,0
2013,12,15,python-2.7,3,1,1,2,0,0
2013,12,15,qt,1,0,1,0,0,0
2013,12,15,sqlite,2,10,1,2,0,0
2013,12,15,vb.net,2,2,1,2,0,0
2013,12,15,visual-studio,1,1,1,2,0,0
2013,12,15,visual-studio-2013,1,1,1,2,0,0
2013,12,15,xml,1,8,1,3,0,0
2013,12,16,ajax,2,4,1,1,0,0
2013,12,16,android,8,17,3,7,0,0
2013,12,16,android-studio,3,5,1,2,0,0
2013,12,16,angularjs,2,7,1,0,0,0
2013,12,16,c#,0,0,0,0,0,0
2013,12,16,css,15,24,4,13,0,0
2013,12,16,html,7,16,3,16,0,0
2013,12,16,html5,6,10,2,3,0,0
2013,12,16,java,4,8,2,3,0,0
2013,12,16,java-8,1,2,1,1,0,0
2013,12,16,javascript,10,20,3,7,0,0
2013,12,16,jquery,14,29,6,13,0,0
2013,12,16,jsf-2.2,0,0,0,0,0,0
2013,12,16,laravel,10,18,3,2,0,0
2013,12,16,laravel-4,10,18,3,2,0,0
2013,12,16,linq,0,0,0,0,0,0
2013,12,16,php,10,18,3,2,0,0
2013,12,16,primefaces,0,0,0,0,0,0
2013,12,16,python,2,1,1,1,0,0
2013,12,16,restful,0,0,0,0,0,0
2013,12,16,sqlite,2,6,1,3,0,0
2013,12,16,twitter-bootstrap,0,0,0,0,0,0
2013,12,16,visual-studio-2013,4,3,1,3,0,0
2013,12,16,wpf,4,3,1,3,0,0
2013,12,17,.net,2,0,1,5,0,0
2013,12,17,ajax,0,2,0,4,0,0
2013,12,17,android,0,2,0,0,0,0
2013,12,17,android-studio,0,2,0,0,0,0
2013,12,17,c#,2,0,1,5,0,0
2013,12,17,css,2,5,1,4,0,0
2013,12,17,delphi,1,6,1,2,0,0
2013,12,17,git,4,4,1,7,0,0
2013,12,17,html,2,5,1,4,0,0
2013,12,17,javascript,10,22,4,14,0,0
2013,12,17,jquery,0,2,0,4,0,0
2013,12,17,laravel,3,6,1,2,1,0
2013,12,17,laravel-4,3,6,1,2,1,0
2013,12,17,mysql,2,5,2,6,0,0
2013,12,17,oracle,1,1,1,1,0,0
2013,12,17,php,9,24,5,13,1,0
2013,12,17,postgresql,1,6,1,2,0,0
2013,12,17,python,3,1,1,2,0,0
2013,12,17,sql-server,4,5,3,6,0,0
2013,12,17,tsql,1,4,1,2,0,0
2013,12,18,.net,2,6,1,1,0,0
2013,12,18,android,3,3,1,3,0,0
2013,12,18,asp.net,4,14,1,2,0,0
2013,12,18,c#,1,1,1,0,0,0
2013,12,18,css,3,6,2,6,0,0
2013,12,18,git,3,5,1,6,0,0
2013,12,18,google-chrome,2,3,1,4,0,0
2013,12,18,hibernate,2,7,1,4,0,0
2013,12,18,html,2,16,2,7,2,0
2013,12,18,java,5,10,2,7,0,0
2013,12,18,javascript,2,1,1,2,0,0
2013,12,18,jquery,3,7,2,6,0,0
2013,12,18,laravel,2,1,1,1,0,0
2013,12,18,laravel-4,2,1,1,1,0,0
2013,12,18,laravel-blade,2,1,1,1,0,0
2013,12,18,mysql,9,15,2,3,0,0
2013,12,18,php,17,20,5,9,0,0
2013,12,18,wpf,1,1,1,0,0,0
2013,12,19,.net,3,7,1,5,0,0
2013,12,19,ado.net,0,2,0,3,0,0
2013,12,19,android,0,0,0,2,0,0
2013,12,19,apache,3,13,1,2,0,0
2013,12,19,asp.net,2,0,1,0,0,0
2013,12,19,asp.net-mvc,1,0,1,0,0,0
2013,12,19,asp.net-mvc-5,1,0,1,0,0,0
2013,12,19,c#,10,11,4,6,0,0
2013,12,19,character-encoding,5,14,1,4,0,0
2013,12,19,java,0,0,0,2,0,0
2013,12,19,javascript,3,5,1,5,0,0
2013,12,19,jquery,9,26,2,8,0,0
2013,12,19,laravel,2,13,1,6,0,0
2013,12,19,laravel-4,2,13,1,6,0,0
2013,12,19,laravel-blade,2,13,1,6,0,0
2013,12,19,maven,2,1,1,4,0,0
2013,12,19,php,13,49,4,20,0,0
2013,12,19,smtp,3,5,1,2,0,0
2013,12,20,apache,0,0,0,0,0,0
2013,12,20,asp.net,3,0,2,4,0,0
2013,12,20,asp.net-mvc,2,4,1,4,0,0
2013,12,20,c,6,2,1,4,0,0
2013,12,20,c#,11,6,5,9,0,0
2013,12,20,css,1,6,1,3,0,0
2013,12,20,get,3,3,1,4,0,0
2013,12,20,html,5,15,3,10,0,0
2013,12,20,iframe,1,6,1,3,0,0
2013,12,20,javascript,6,16,3,9,0,0
2013,12,20,jquery,10,25,5,13,0,0
2013,12,20,linux,6,2,1,4,0,0
2013,12,20,pdf,8,14,1,3,0,0
2013,12,20,php,11,14,2,7,0,0
2013,12,20,visual-studio,0,0,1,0,0,0
2013,12,21,.net,5,10,3,2,1,0
2013,12,21,angularjs,0,0,0,0,0,0
2013,12,21,c#,5,10,3,2,1,0
2013,12,21,css,8,13,2,6,0,0
2013,12,21,git,0,2,0,0,0,0
2013,12,21,html,6,5,2,6,0,0
2013,12,21,javascript,8,15,2,8,0,0
2013,12,21,jquery,0,3,0,3,0,0
2013,12,21,laravel,0,0,0,0,0,0
2013,12,21,laravel-4,0,0,0,0,0,0
2013,12,21,mysql,3,13,1,3,0,0
2013,12,21,php,0,0,0,0,0,0
2013,12,21,sql-server,2,1,1,0,0,0
2013,12,21,tsql,0,0,0,0,0,0
2013,12,22,.net,2,2,2,3,0,0
2013,12,22,asp.net,1,2,1,0,0,0
2013,12,22,asp.net-mvc,2,0,1,1,0,0
2013,12,22,c,0,2,0,1,0,0
2013,12,22,c#,6,7,5,5,0,0
2013,12,22,css,3,2,1,3,0,0
2013,12,22,html,3,2,1,3,0,0
2013,12,22,javascript,9,12,2,7,0,0
2013,12,22,laravel,2,2,1,1,0,0
2013,12,22,laravel-4,2,2,1,1,0,0
2013,12,22,laravel-eloquent,2,2,1,0,0,0
2013,12,22,linux,0,2,0,1,0,0
2013,12,22,php,15,12,4,8,0,0
2013,12,23,.net,2,2,1,0,0,0
2013,12,23,asp.net-mvc,0,1,0,0,0,0
2013,12,23,c#,5,6,3,4,0,0
2013,12,23,css,6,24,2,5,2,0
2013,12,23,html,2,14,1,5,2,0
2013,12,23,ios,5,0,2,5,0,0
2013,12,23,java,1,2,1,1,0,0
2013,12,23,javascript,6,18,2,2,0,0
2013,12,23,jquery,9,17,3,3,0,0
2013,12,23,laravel,1,5,1,2,0,0
2013,12,23,laravel-4,1,5,1,2,0,0
2013,12,23,laravel-eloquent,0,1,0,1,0,0
2013,12,23,pdf,1,4,1,1,0,0
2013,12,23,php,5,12,2,5,0,0
2013,12,23,python,0,0,0,2,0,0
2013,12,23,twitter-bootstrap,4,7,1,1,0,0
2013,12,23,wpf,3,3,2,4,0,0
2013,12,24,.net,4,3,2,0,0,0
2013,12,24,ajax,1,0,1,3,0,0
2013,12,24,c,0,0,0,0,0,0
2013,12,24,c#,5,3,3,0,0,0
2013,12,24,c++,3,3,1,7,0,0
2013,12,24,codeigniter,3,4,2,3,0,0
2013,12,24,css,1,0,1,0,0,0
2013,12,24,html,2,1,1,0,0,0
2013,12,24,ios,0,0,0,1,0,0
2013,12,24,java,2,9,2,7,0,0
2013,12,24,javascript,5,1,3,5,0,0
2013,12,24,jquery,3,0,2,5,0,0
2013,12,24,linq,1,0,1,0,0,0
2013,12,24,linux,4,3,1,1,0,0
2013,12,24,mysql,4,2,2,3,0,0
2013,12,24,php,5,3,2,4,0,0
2013,12,24,twitter-bootstrap,0,0,0,0,0,0
2013,12,24,winforms,1,0,1,0,0,0
2013,12,25,c++,0,3,0,0,0,0
2013,12,25,css,0,0,0,0,0,0
2013,12,25,google-maps,2,3,1,3,0,0
2013,12,25,html,0,6,0,2,0,0
2013,12,25,javascript,2,9,1,5,0,0
2013,12,25,jquery,2,3,1,3,0,0
2013,12,25,laravel,3,2,1,1,0,0
2013,12,25,laravel-4,3,2,1,1,0,0
2013,12,25,linux,0,2,0,0,0,0
2013,12,25,mysql,0,2,0,1,0,0
2013,12,25,php,3,4,1,1,0,0
2013,12,26,apache,0,0,0,0,0,0
2013,12,26,c#,1,3,1,2,0,0
2013,12,26,html,4,3,1,8,0,0
2013,12,26,java,0,2,0,1,0,0
2013,12,26,javascript,4,3,1,8,0,0
2013,12,26,jquery,2,8,1,3,0,0
2013,12,26,laravel,0,0,0,0,0,0
2013,12,26,laravel-4,0,0,0,0,0,0
2013,12,26,linux,0,0,0,1,1,0
2013,12,26,mysql,2,4,1,1,0,0
2013,12,26,php,2,9,1,5,1,0
2013,12,26,twitter-bootstrap,2,8,1,3,0,0
2013,12,26,wpf,0,0,0,0,0,0
2013,12,27,.net,3,4,2,2,0,0
2013,12,27,asp.net-mvc,1,0,1,0,0,0
2013,12,27,c#,3,4,2,2,0,0
2013,12,27,javascript,3,6,1,6,0,0
2013,12,27,jquery,0,2,0,0,0,0
2013,12,27,php,3,5,2,6,0,0
2013,12,27,twitter-bootstrap,0,2,0,0,0,0
2013,12,28,apache,3,5,1,8,0,0
2013,12,28,codeigniter,0,1,0,0,0,0
2013,12,28,javascript,4,15,1,5,0,0
2013,12,28,magento,0,0,0,0,0,0
2013,12,28,php,0,0,0,0,0,0
2013,12,29,codeigniter,0,1,0,0,0,0
2013,12,29,git,0,0,0,0,0,0
2013,12,30,.net,0,2,0,0,1,0
2013,12,30,apache,0,0,0,1,0,0
2013,12,30,c#,0,2,0,0,1,0
2013,12,30,javascript,3,4,1,7,0,0
2013,12,30,php,1,3,1,5,0,0
2013,12,31,apache,1,1,1,0,0,0
2013,12,31,jquery,3,0,1,2,0,0
2013,12,31,linux,1,1,1,0,0,0
2013,12,31,mysql,1,0,1,1,0,0
2013,12,31,python,11,18,3,12,0,0
2013,12,31,windows,4,10,1,2,0,0
2014,1,1,.net,2,2,1,3,0,0
2014,1,1,c#,2,2,1,3,0,0
2014,1,1,css,2,7,1,1,0,0
2014,1,1,html,2,7,1,1,0,0
2014,1,1,php,1,0,1,1,0,0
2014,1,1,winforms,2,2,1,3,0,0
2014,1,2,.net,0,0,0,3,0,0
2014,1,2,apache,0,0,0,4,0,0
2014,1,2,c#,0,0,0,3,0,0
2014,1,2,html,3,2,1,3,0,0
2014,1,2,javascript,5,9,2,7,0,0
2014,1,2,jquery,3,2,1,3,0,0
2014,1,2,linux,0,0,0,4,0,0
2014,1,2,php,2,0,1,5,0,0
2014,1,2,winforms,0,0,0,3,0,0
2014,1,3,.net,5,3,2,3,0,0
2014,1,3,android,3,10,1,2,0,0
2014,1,3,c#,5,3,2,3,0,0
2014,1,3,git,0,0,0,1,0,0
2014,1,3,java,3,10,1,2,0,0
2014,1,3,javascript,5,13,2,2,0,0
2014,1,3,jquery,1,2,1,2,0,0
2014,1,3,jsf,3,10,1,1,0,0
2014,1,3,mysql,0,0,0,1,0,0
2014,1,3,python,1,4,1,3,0,0
2014,1,3,sqlite,0,0,0,0,0,0
2014,1,3,windows,0,3,0,2,0,0
2014,1,3,wordpress,4,11,1,0,0,0
2014,1,4,ajax,1,0,1,0,0,0
2014,1,4,apache-cordova,2,6,1,2,0,0
2014,1,4,codeigniter,1,5,1,4,0,0
2014,1,4,css,3,4,1,6,0,0
2014,1,4,javascript,6,4,3,3,0,0
2014,1,4,jquery,3,4,1,6,0,0
2014,1,4,mysql,1,5,1,4,0,0
2014,1,4,visual-studio-2013,1,3,1,1,0,0
2014,1,5,ajax,0,3,0,3,0,0
2014,1,5,html5,2,4,1,7,0,0
2014,1,5,javascript,0,3,0,3,0,0
2014,1,5,python,6,1,1,0,0,0
2014,1,5,python-2.7,6,1,1,0,0,0
2014,1,6,html5,0,1,0,5,0,0
2014,1,6,javascript,4,10,1,6,0,0
2014,1,6,jquery,4,10,1,6,0,0
2014,1,6,laravel,1,0,1,3,0,0
2014,1,6,laravel-4,1,0,1,3,0,0
2014,1,6,mysql,1,2,1,3,0,0
2014,1,6,php,6,1,2,8,0,0
2014,1,6,python,0,7,0,3,0,0
2014,1,6,python-2.7,0,7,0,3,0,0
2014,1,7,c,0,4,0,1,0,0
2014,1,7,css,15,28,4,22,0,0
2014,1,7,html,2,5,1,7,0,0
2014,1,7,html5,9,14,2,9,0,0
2014,1,7,internet-explorer,3,5,1,2,0,0
2014,1,7,javascript,10,19,2,13,0,0
2014,1,7,jquery,13,23,3,15,0,0
2014,1,7,laravel,4,5,2,5,0,0
2014,1,7,laravel-4,4,5,2,5,0,0
2014,1,7,laravel-eloquent,1,3,1,2,0,0
2014,1,7,linux,0,4,0,1,0,0
2014,1,7,mysql,4,6,1,9,0,0
2014,1,7,php,13,27,6,23,0,0
2014,1,7,python,0,0,0,3,0,0
2014,1,8,html,2,15,1,6,0,0
2014,1,8,java,4,15,2,10,0,0
2014,1,8,jsf,2,15,1,6,0,0
2014,1,8,laravel,2,1,1,4,0,0
2014,1,8,laravel-4,2,1,1,4,0,0
2014,1,8,php,5,9,2,10,0,0
2014,1,8,python,5,9,2,7,0,0
2014,1,9,android,3,3,1,13,0,0
2014,1,9,c,2,11,1,9,0,0
2014,1,9,c++,2,10,1,9,0,0
2014,1,9,css,1,14,1,5,1,0
2014,1,9,google-chrome,1,0,1,8,0,0
2014,1,9,html,1,14,1,9,1,0
2014,1,9,html5,1,7,1,3,0,0
2014,1,9,java,4,9,2,21,0,0
2014,1,9,javascript,2,7,2,11,0,0
2014,1,9,jquery,1,2,1,3,0,0
2014,1,9,jsf,0,0,0,4,0,0
2014,1,9,laravel,6,2,1,4,0,0
2014,1,9,laravel-4,6,2,1,4,0,0
2014,1,9,linux,0,1,0,0,0,0
2014,1,9,mysql,2,17,1,4,0,0
2014,1,9,php,13,22,4,14,0,0
2014,1,9,python,4,7,1,9,0,0
2014,1,9,sqlite,2,10,1,9,0,0
2014,1,9,swing,1,6,1,4,0,0
2014,1,9,xml,4,7,1,2,0,0
2014,1,10,.net,1,2,1,1,0,0
2014,1,10,c#,1,2,1,1,0,0
2014,1,10,html,2,7,1,7,0,0
2014,1,10,java,7,8,2,12,0,0
2014,1,10,javascript,4,11,2,14,0,0
2014,1,10,netbeans,1,3,1,3,0,0
2014,1,10,php,6,0,1,5,0,0
2014,1,10,python,0,0,0,2,0,0
2014,1,10,xml,0,0,0,2,0,0
2014,1,11,c,0,0,0,0,0,0
2014,1,11,css,0,1,0,0,0,0
2014,1,11,html,3,13,1,3,0,0
2014,1,11,java,3,3,1,6,0,0
2014,1,11,javascript,10,24,4,20,0,0
2014,1,11,laravel,0,0,0,0,0,0
2014,1,11,laravel-4,0,0,0,0,0,0
2014,1,11,linux,0,0,0,0,0,0
2014,1,11,php,2,15,1,6,1,0
2014,1,12,laravel,2,5,1,4,0,0
2014,1,12,laravel-4,2,5,1,4,0,0
2014,1,12,mysql,0,0,0,1,0,0
2014,1,12,php,5,9,2,10,0,0
2014,1,12,python,0,0,0,0,0,0
2014,1,12,xml,0,0,0,0,0,0
2014,1,13,android,2,4,1,7,0,0
2014,1,13,asp.net,2,2,1,5,0,0
2014,1,13,c#,2,7,1,1,0,0
2014,1,13,css,2,13,1,6,0,0
2014,1,13,css3,2,13,1,6,0,0
2014,1,13,html,3,6,1,7,0,0
2014,1,13,html5,3,6,1,7,0,0
2014,1,13,java,0,0,0,6,0,0
2014,1,13,javascript,3,7,1,7,0,0
2014,1,13,jquery,3,6,1,7,0,0
2014,1,13,php,3,3,2,9,0,0
2014,1,13,visual-studio-2013,2,2,1,5,0,0
2014,1,13,wordpress,0,1,0,0,0,0
2014,1,14,.net,1,7,1,7,0,0
2014,1,14,android,2,1,1,6,0,0
2014,1,14,android-adapter,2,1,1,6,0,0
2014,1,14,asp.net,0,0,0,0,0,0
2014,1,14,c,0,0,0,2,0,0
2014,1,14,c#,1,8,1,12,0,0
2014,1,14,c++,0,0,0,2,0,0
2014,1,14,css,3,0,1,4,0,0
2014,1,14,html5,5,0,2,13,0,0
2014,1,14,java,9,29,4,26,0,0
2014,1,14,javascript,8,26,2,15,0,0
2014,1,14,jquery,5,0,2,13,0,0
2014,1,14,laravel,1,8,1,1,1,0
2014,1,14,laravel-4,5,13,2,8,0,0
2014,1,14,maven,1,7,1,6,0,0
2014,1,14,mysql,5,6,1,6,0,0
2014,1,14,php,8,17,3,12,1,0
2014,1,14,ruby,2,6,1,5,0,0
2014,1,14,sqlite,0,0,0,2,0,0
2014,1,14,visual-studio-2013,0,0,0,0,0,0
2014,1,14,xml,1,7,1,7,0,0
2014,1,15,c,2,1,1,12,0,0
2014,1,15,codeigniter,2,2,1,1,0,0
2014,1,15,git,2,5,1,7,0,0
2014,1,15,google-maps,2,2,1,1,0,0
2014,1,15,html,4,17,1,9,0,0
2014,1,15,html5,0,6,0,1,0,0
2014,1,15,java,2,1,1,4,0,0
2014,1,15,javascript,6,19,2,10,0,0
2014,1,15,jquery,8,35,3,19,0,0
2014,1,15,laravel,2,3,1,1,0,0
2014,1,15,laravel-4,3,12,1,2,0,0
2014,1,15,mysql,4,13,1,2,0,0
2014,1,15,php,7,17,3,4,0,0
2014,1,15,swing,2,1,1,4,0,0
2014,1,16,.net,0,4,0,1,0,0
2014,1,16,android,0,7,0,1,0,0
2014,1,16,android-adapter,0,7,0,1,0,0
2014,1,16,c#,0,4,0,1,0,0
2014,1,16,css,2,2,1,8,0,0
2014,1,16,html,2,2,1,8,0,0
2014,1,16,java,2,12,1,12,0,0
2014,1,16,jquery,2,2,1,8,0,0
2014,1,16,laravel-4,2,10,1,5,0,0
2014,1,16,linux,1,5,1,2,0,0
2014,1,16,mysql,14,23,3,21,0,0
2014,1,16,php,18,31,5,28,0,0
2014,1,16,spring,0,5,0,0,0,0
2014,1,16,swing,0,0,0,5,0,0
2014,1,16,ubuntu,1,5,1,2,0,0
2014,1,16,xml,0,4,0,1,0,0
2014,1,17,android,2,4,1,7,0,0
2014,1,17,apache,3,1,1,7,0,0
2014,1,17,google-chrome,1,9,1,6,0,0
2014,1,17,hibernate,1,1,1,8,0,0
2014,1,17,java,4,7,3,22,0,0
2014,1,17,javascript,3,12,2,12,0,0
2014,1,17,jdbc,1,2,1,7,0,0
2014,1,17,jquery,2,3,1,5,0,0
2014,1,17,laravel-4,1,9,1,4,0,0
2014,1,17,laravel-eloquent,1,0,1,2,0,0
2014,1,17,linux,0,0,0,0,0,0
2014,1,17,php,0,1,0,0,0,0
2014,1,17,ruby,2,0,1,4,0,0
2014,1,18,javascript,1,3,1,3,0,0
2014,1,18,jquery,1,3,1,3,0,0
2014,1,18,laravel-4,0,3,0,3,0,0
2014,1,18,laravel-eloquent,0,3,0,3,0,0
2014,1,18,php,0,4,0,0,0,0
2014,1,19,apache,1,3,1,0,0,0
2014,1,19,c#,4,20,3,0,0,0
2014,1,19,ios,4,20,3,0,0,0
2014,1,19,php,1,6,1,3,3,0
2014,1,19,python,0,1,0,3,0,0
2014,1,19,python-2.7,0,1,0,3,0,0
2014,1,19,smtp,1,6,1,3,3,0
2014,1,20,android,1,7,1,3,0,0
2014,1,20,android-adapter,0,5,0,0,0,0
2014,1,20,apache,0,2,0,5,0,0
2014,1,20,c#,1,2,1,6,2,0
2014,1,20,css,2,0,2,8,0,0
2014,1,20,facebook,4,6,2,9,2,0
2014,1,20,ios,0,0,0,3,2,0
2014,1,20,java,2,8,1,2,0,0
2014,1,20,javascript,3,0,1,3,0,0
2014,1,20,jquery,0,0,0,0,0,0
2014,1,20,laravel,2,10,1,7,0,0
2014,1,20,node.js,1,0,1,4,0,0
2014,1,20,php,5,13,2,10,0,0
2014,1,20,sql-server,5,15,3,9,0,0
2014,1,20,tomcat,2,3,1,2,0,0
2014,1,20,tsql,2,0,1,0,0,0
2014,1,20,vba,2,1,1,4,0,0
2014,1,21,ajax,1,2,1,2,0,0
2014,1,21,android,0,5,0,1,0,0
2014,1,21,apache-cordova,1,4,1,1,0,0
2014,1,21,asp.net-mvc,1,2,1,5,0,0
2014,1,21,c#,1,7,1,6,0,0
2014,1,21,facebook,0,5,0,1,0,0
2014,1,21,java,3,8,2,10,0,0
2014,1,21,javascript,6,12,2,11,0,0
2014,1,21,jquery,6,11,2,8,0,0
2014,1,21,linux,2,3,1,4,0,0
2014,1,21,null,5,2,1,2,0,0
2014,1,21,php,2,5,1,4,0,0
2014,1,21,python-2.7,1,1,1,1,0,0
2014,1,21,sql-server,0,0,0,3,0,0
2014,1,21,tsql,0,0,0,3,0,0
2014,1,21,vba,1,10,1,1,4,0
2014,1,21,wordpress,0,0,0,2,0,0
2014,1,22,apache-cordova,0,2,0,1,1,0
2014,1,22,c#,0,0,0,2,0,0
2014,1,22,git,2,5,1,6,0,0
2014,1,22,html,8,7,2,5,0,0
2014,1,22,ios,0,0,0,2,0,0
2014,1,22,java,2,2,1,1,0,0
2014,1,22,laravel,0,0,0,1,0,0
2014,1,22,laravel-4,0,0,0,1,0,0
2014,1,22,maven,2,2,1,1,0,0
2014,1,22,null,0,6,0,6,0,0
2014,1,22,pdf,1,9,1,5,0,0
2014,1,22,php,8,5,3,12,0,0
2014,1,22,vba,0,0,0,1,1,0
2014,1,23,android,0,1,0,0,0,0
2014,1,23,c++,1,10,1,6,0,0
2014,1,23,css,3,2,1,4,0,0
2014,1,23,html,2,7,1,10,0,0
2014,1,23,html5,2,1,1,7,0,0
2014,1,23,java,0,1,0,5,0,0
2014,1,23,javascript,7,10,3,13,1,0
2014,1,23,laravel,3,1,2,3,0,0
2014,1,23,laravel-4,2,0,1,0,0,0
2014,1,23,maven,0,1,0,5,0,0
2014,1,23,mysql,2,7,1,4,0,0
2014,1,23,php,7,13,4,10,1,0
2014,1,23,qt,1,10,1,6,0,0
2014,1,23,ruby,0,0,0,0,0,0
2014,1,23,sqlite,0,1,0,0,0,0
