"year","month","day","tag","answercount","commentcount","questioncount","upvotes","downvotes","offensivevotes"
2010,12,9,wpf,2,0,1,0,0,0
2010,12,9,xaml,2,0,1,0,0,0
2010,12,10,c,3,0,1,0,0,0
2010,12,10,c++,4,0,2,0,0,0
2010,12,10,ubuntu,0,2,0,0,0,0
2010,12,10,windows,1,0,1,0,0,0
2010,12,11,c,1,0,1,0,0,0
2010,12,11,c#,4,0,1,0,0,0
2010,12,11,c++,1,1,1,0,0,0
2010,12,11,ide,10,0,1,0,0,0
2010,12,11,python,10,0,1,0,0,0
2010,12,11,windows,0,0,0,0,0,0
2010,12,12,c,4,0,2,0,0,0
2010,12,12,c#,1,0,1,0,0,0
2010,12,12,c++,4,0,2,0,0,0
2010,12,12,linq,1,0,1,0,0,0
2010,12,12,windows,0,0,0,0,0,0
2010,12,13,c,2,4,1,1,0,0
2010,12,13,c#,4,0,1,0,0,0
2010,12,13,c++,4,4,2,1,0,0
2010,12,13,ide,0,8,0,1,0,0
2010,12,13,python,0,8,0,1,0,0
2010,12,14,c,1,0,1,0,0,0
2010,12,14,c#,0,0,0,0,0,0
2010,12,14,javascript,1,0,1,0,0,0
2010,12,14,linq,0,0,0,0,0,0
2010,12,14,ubuntu,5,4,2,0,0,0
2010,12,14,windows,3,2,1,0,0,0
2010,12,15,c,3,2,1,0,0,0
2010,12,15,c++,3,2,1,0,0,0
2010,12,15,debian,7,1,1,0,0,0
2010,12,15,javascript,0,2,0,0,0,0
2010,12,15,ubuntu,7,2,1,0,0,0
2010,12,15,windows,0,1,0,0,0,0
2010,12,16,c++,1,6,1,0,2,0
2010,12,16,debian,0,0,0,0,0,0
2010,12,16,ubuntu,0,0,0,0,0,0
2010,12,16,winapi,1,0,1,0,0,0
2010,12,16,windows,1,0,1,0,0,0
2010,12,17,c,15,7,1,0,0,0
2010,12,17,c++,15,5,1,0,0,0
2010,12,17,java,2,0,1,0,0,0
2010,12,17,javascript,2,0,1,0,0,0
2010,12,17,winapi,0,0,0,0,0,0
2010,12,17,windows,0,0,0,0,0,0
2010,12,18,c,5,0,1,0,0,0
2010,12,18,c#,2,2,1,0,0,0
2010,12,18,c++,5,1,1,0,0,0
2010,12,18,ide,4,5,1,0,0,0
2010,12,18,intellij-idea,1,1,1,0,0,0
2010,12,18,java,5,13,2,0,0,0
2010,12,18,linq,2,2,1,0,0,0
2010,12,18,wpf,0,0,0,0,0,0
2010,12,18,xaml,0,0,0,0,0,0
2010,12,19,.net,1,0,1,0,0,0
2010,12,19,c,0,5,0,0,0,0
2010,12,19,c#,3,2,2,1,0,0
2010,12,19,c++,0,5,0,1,0,0
2010,12,19,debian,0,0,0,0,0,0
2010,12,19,javascript,0,0,0,0,0,0
2010,12,19,linq,0,2,0,1,0,0
2010,12,19,python,4,0,1,0,0,0
2010,12,19,ubuntu,0,0,0,0,0,0
2010,12,19,windows,0,0,0,1,0,0
2010,12,20,.net,0,0,0,0,0,0
2010,12,20,android,1,1,1,0,0,0
2010,12,20,c,0,1,0,1,0,0
2010,12,20,c#,0,0,0,0,0,0
2010,12,20,c++,0,1,0,1,0,0
2010,12,20,java,3,3,2,1,0,0
2010,12,20,javascript,2,1,2,0,0,0
2010,12,20,jquery,2,0,2,0,0,0
2010,12,20,xml,1,0,1,0,0,0
2010,12,21,.net,1,0,1,0,0,0
2010,12,21,android,1,0,1,0,0,0
2010,12,21,c,0,2,0,1,0,0
2010,12,21,c#,1,0,1,0,0,0
2010,12,21,c++,2,2,1,1,0,0
2010,12,21,eclipse,1,0,1,0,0,0
2010,12,21,gcc,1,0,1,0,0,0
2010,12,21,ide,0,0,0,0,0,0
2010,12,21,java,0,1,0,0,0,0
2010,12,21,javascript,0,0,0,0,0,0
2010,12,21,jquery,0,0,0,0,0,0
2010,12,21,xaml,1,0,1,0,0,0
2010,12,22,c#,7,1,1,0,0,0
2010,12,22,gcc,0,1,0,0,0,0
2010,12,22,javascript,2,0,1,0,0,0
2010,12,22,linux,5,10,2,4,0,0
2010,12,23,.net,1,0,1,0,0,0
2010,12,23,c,0,1,0,0,0,0
2010,12,23,c#,1,0,1,0,0,0
2010,12,23,c++,0,1,0,0,0,0
2010,12,23,debian,1,0,1,0,0,0
2010,12,23,html,1,0,1,0,0,0
2010,12,23,javascript,1,0,1,0,0,0
2010,12,23,jquery,1,0,1,0,0,0
2010,12,23,linux,0,1,0,0,0,0
2010,12,23,ubuntu,1,0,1,0,0,0
2010,12,23,windows,2,2,2,1,0,0
2010,12,23,wpf,1,0,1,0,0,0
2010,12,24,asp.net,1,1,1,0,0,0
2010,12,24,c,4,0,1,3,0,0
2010,12,24,c#,1,9,1,0,0,0
2010,12,24,c++,4,0,1,3,0,0
2010,12,24,html,0,0,0,0,0,0
2010,12,24,html5,3,0,1,0,0,0
2010,12,24,java,1,9,1,0,0,0
2010,12,24,javafx,3,0,1,0,0,0
2010,12,24,javascript,0,0,0,0,0,0
2010,12,24,jquery,0,0,0,0,0,0
2010,12,24,xaml,1,0,1,1,0,0
2010,12,25,.net,0,0,0,0,0,0
2010,12,25,c#,4,1,1,0,0,0
2010,12,25,c++,4,4,2,0,0,0
2010,12,25,html5,0,0,0,1,0,0
2010,12,25,java,3,0,1,0,0,0
2010,12,25,javafx,0,0,0,1,0,0
2010,12,25,javascript,3,0,1,0,0,0
2010,12,25,linq,4,1,1,0,0,0
2010,12,25,linux,2,3,1,0,0,0
2010,12,25,python,3,0,1,0,0,0
2010,12,25,ubuntu,0,1,0,0,0,0
2010,12,25,visual-studio,2,1,1,0,0,0
2010,12,25,wpf,0,0,0,0,0,0
2010,12,26,android,1,2,1,0,0,0
2010,12,26,c,0,1,0,0,0,0
2010,12,26,c#,1,3,1,1,0,0
2010,12,26,c++,4,3,1,0,0,0
2010,12,26,html,2,4,1,0,0,0
2010,12,26,jquery,2,4,1,0,0,0
2010,12,26,linq,0,1,0,0,0,0
2010,12,27,c,1,4,1,1,0,0
2010,12,27,c#,4,4,1,0,0,0
2010,12,27,c++,0,1,0,1,0,0
2010,12,27,html,0,2,0,0,0,0
2010,12,27,java,0,0,0,0,0,0
2010,12,27,javascript,3,1,2,0,0,0
2010,12,27,jquery,0,2,0,0,0,0
2010,12,27,xaml,0,0,0,1,0,0
2010,12,28,c,2,1,1,2,0,0
2010,12,28,c#,2,1,1,2,0,0
2010,12,28,ide,1,2,1,0,0,0
2010,12,28,intellij-idea,1,2,1,0,0,0
2010,12,28,ios,1,3,1,0,0,0
2010,12,28,iphone,1,3,1,0,0,0
2010,12,28,java,6,2,3,0,0,0
2010,12,28,javascript,0,0,0,0,0,0
2010,12,28,objective-c,1,3,1,0,0,0
2010,12,28,ruby,1,0,1,0,0,0
2010,12,29,c,0,2,0,1,0,0
2010,12,29,c#,0,1,0,1,0,0
2010,12,29,c++,0,1,0,0,0,0
2010,12,29,java,0,0,0,0,0,0
2010,12,29,linux,1,0,1,0,0,0
2010,12,29,ruby,2,8,1,0,0,0
2010,12,29,windows,1,0,1,0,2,0
2010,12,30,.net,0,0,0,0,0,0
2010,12,30,c++,0,0,0,0,0,0
2010,12,30,java,6,2,2,0,0,0
2010,12,30,javascript,1,0,1,0,0,0
2010,12,30,xaml,0,0,0,0,0,0
2010,12,31,c,2,1,1,1,0,0
2010,12,31,c#,3,0,1,0,0,0
2010,12,31,eclipse,1,0,1,1,0,0
2010,12,31,ide,1,0,1,1,0,0
2010,12,31,intellij-idea,1,0,1,1,0,0
2010,12,31,java,1,0,1,1,0,0
2011,1,1,c,5,10,1,0,0,0
2011,1,1,c#,0,0,0,2,0,0
2011,1,1,c++,5,9,1,0,0,0
2011,1,1,linux,5,6,1,0,0,0
2011,1,2,c,0,4,0,0,0,0
2011,1,2,c#,2,4,2,2,0,0
2011,1,2,c++,1,4,1,0,0,0
2011,1,2,java,1,0,1,0,0,0
2011,1,2,linux,0,4,0,0,0,0
2011,1,3,c,2,0,1,0,0,0
2011,1,3,c#,1,2,1,0,0,0
2011,1,3,linux,3,1,2,0,0,0
2011,1,3,python,3,3,1,0,0,0
2011,1,4,c#,5,6,2,2,0,0
2011,1,4,ios,2,3,1,1,0,0
2011,1,4,java,1,6,1,0,0,0
2011,1,4,objective-c,5,4,3,1,0,0
2011,1,4,python,0,3,0,0,0,0
2011,1,4,windows,7,12,4,2,0,0
2011,1,5,c,4,3,2,2,0,0
2011,1,5,c++,0,2,0,0,0,0
2011,1,5,ios,10,0,5,0,0,0
2011,1,5,java,0,1,0,0,0,0
2011,1,5,javascript,1,0,1,0,0,0
2011,1,5,linux,0,2,0,0,0,0
2011,1,5,objective-c,10,0,5,0,0,0
2011,1,5,python,0,0,0,0,0,0
2011,1,6,c,7,18,2,8,0,0
2011,1,6,c#,1,0,1,0,0,0
2011,1,6,c++,4,15,1,8,0,0
2011,1,6,ios,0,0,0,1,0,0
2011,1,6,javascript,0,1,0,0,0,0
2011,1,6,jquery,2,0,1,0,0,0
2011,1,6,objective-c,0,0,0,1,0,0
2011,1,6,python,0,0,0,0,0,0
2011,1,6,windows,2,0,1,0,0,0
2011,1,7,apache,8,7,1,1,0,0
2011,1,7,c,2,6,1,1,0,0
2011,1,7,c#,3,2,2,3,0,0
2011,1,7,c++,4,1,1,1,0,0
2011,1,7,delphi,1,0,1,1,0,0
2011,1,7,ios,1,0,1,0,0,0
2011,1,7,javascript,5,2,1,1,0,0
2011,1,7,objective-c,1,0,1,0,0,0
2011,1,7,python,5,1,2,1,0,0
2011,1,7,ubuntu,3,1,1,1,0,0
2011,1,7,visual-studio,1,0,1,1,0,0
2011,1,7,windows,7,2,2,1,0,0
2011,1,7,wpf,2,2,1,2,0,0
2011,1,7,xaml,3,2,2,3,0,0
2011,1,7,xcode,1,0,1,0,0,0
2011,1,8,c,19,25,6,5,0,0
2011,1,8,c++,8,3,2,2,0,0
2011,1,8,eclipse,0,4,0,0,0,0
2011,1,8,html,4,0,1,0,0,0
2011,1,8,ide,0,4,0,0,0,0
2011,1,8,intellij-idea,0,4,0,0,0,0
2011,1,8,java,0,4,0,0,0,0
2011,1,8,javascript,5,9,2,0,0,0
2011,1,8,linux,6,8,2,3,0,0
2011,1,8,python,0,3,0,0,0,0
2011,1,8,ubuntu,0,2,0,0,0,0
2011,1,8,unix,2,6,1,3,0,0
2011,1,8,windows,2,6,1,3,0,0
2011,1,9,c,0,5,0,0,0,0
2011,1,9,c#,3,3,2,0,0,0
2011,1,9,c++,0,3,0,0,0,0
2011,1,9,eclipse,4,2,1,0,0,0
2011,1,9,html,1,11,1,1,0,0
2011,1,9,intellij-idea,4,2,1,0,0,0
2011,1,9,java,4,2,1,0,0,0
2011,1,9,javascript,2,13,1,2,0,0
2011,1,9,linux,0,0,0,0,0,0
2011,1,9,visual-studio,2,0,1,0,0,0
2011,1,9,windows,2,0,1,0,0,0
2011,1,9,wpf,3,3,2,0,0,0
2011,1,9,xaml,3,3,2,0,0,0
2011,1,10,apache,0,9,0,1,0,0
2011,1,10,c,7,16,3,1,0,0
2011,1,10,c#,4,4,2,0,0,0
2011,1,10,c++,5,18,3,1,0,0
2011,1,10,eclipse,0,0,0,0,0,0
2011,1,10,html,0,1,0,0,0,0
2011,1,10,ide,2,9,1,0,0,0
2011,1,10,intellij-idea,0,0,0,0,0,0
2011,1,10,ios,0,0,0,0,0,0
2011,1,10,java,6,6,1,0,0,0
2011,1,10,javascript,0,3,0,0,0,0
2011,1,10,jquery,0,3,0,0,0,0
2011,1,10,linux,0,1,0,0,0,0
2011,1,10,objective-c,0,0,0,0,0,0
2011,1,10,ubuntu,0,0,0,0,0,0
2011,1,10,unix,0,0,0,0,0,0
2011,1,10,winapi,3,9,2,0,0,0
2011,1,10,wpf,3,3,1,0,0,0
2011,1,10,xaml,0,2,0,0,0,0
2011,1,10,xcode,0,0,0,0,0,0
2011,1,11,ajax,3,3,1,2,0,0
2011,1,11,android,2,4,1,2,0,0
2011,1,11,c#,0,0,0,0,1,0
2011,1,11,c++,0,1,0,0,0,0
2011,1,11,css,2,4,1,0,0,0
2011,1,11,django,3,3,1,2,0,0
2011,1,11,intellij-idea,2,4,1,0,0,0
2011,1,11,ios,2,0,2,0,0,0
2011,1,11,java,7,8,4,2,0,0
2011,1,11,jquery,3,3,1,2,0,0
2011,1,11,linux,0,1,0,0,0,0
2011,1,11,objective-c,8,0,5,0,0,0
2011,1,11,unix,1,0,1,0,0,0
2011,1,11,visual-c++,5,13,1,0,0,0
2011,1,11,visual-studio,0,0,0,0,1,0
2011,1,11,windows,2,0,1,0,0,0
2011,1,11,xcode,1,0,1,0,0,0
2011,1,12,.net,5,4,1,0,0,0
2011,1,12,apache,0,0,0,0,0,0
2011,1,12,c,4,6,1,0,0,0
2011,1,12,c#,9,6,3,0,0,0
2011,1,12,internet-explorer,2,1,1,0,0,0
2011,1,12,java,10,12,3,0,0,0
2011,1,12,javascript,2,1,1,0,0,0
2011,1,12,ubuntu,0,0,0,0,0,0
2011,1,13,c,0,0,0,0,0,0
2011,1,13,c#,5,8,2,2,0,0
2011,1,13,c++,5,3,1,0,0,0
2011,1,13,eclipse,0,0,0,0,0,0
2011,1,13,git,1,3,1,0,0,0
2011,1,13,html,2,3,1,0,0,0
2011,1,13,intellij-idea,0,0,0,0,0,0
2011,1,13,ios,4,1,2,0,0,0
2011,1,13,iphone,1,0,1,0,0,0
2011,1,13,java,1,3,1,0,0,0
2011,1,13,linq,0,0,0,0,0,0
2011,1,13,linux,1,0,1,0,0,0
2011,1,13,mysql,6,8,1,0,0,0
2011,1,13,objective-c,4,3,2,0,0,0
2011,1,13,php,6,8,1,0,0,0
2011,1,13,python,0,0,0,0,0,0
2011,1,13,winforms,2,1,1,2,0,0
2011,1,14,android,1,0,1,3,0,0
2011,1,14,apache,1,0,1,0,0,0
2011,1,14,c,1,1,1,0,0,0
2011,1,14,c#,0,0,0,0,0,0
2011,1,14,c++,2,3,1,2,0,0
2011,1,14,html,0,0,0,1,1,0
2011,1,14,ios,0,2,0,0,0,0
2011,1,14,iphone,0,1,0,0,0,0
2011,1,14,java,2,1,1,2,0,0
2011,1,14,javascript,3,1,1,2,0,0
2011,1,14,linux,0,0,0,0,0,0
2011,1,14,mysql,0,0,0,1,0,0
2011,1,14,objective-c,0,2,0,0,0,0
2011,1,14,php,0,2,1,1,0,0
2011,1,14,winapi,2,0,1,0,0,0
2011,1,14,windows,2,0,1,0,0,0
2011,1,15,c,4,2,2,0,0,0
2011,1,15,c++,0,0,0,0,0,0
2011,1,15,delphi,2,2,1,0,0,0
2011,1,15,django,1,0,1,0,0,0
2011,1,15,html,0,0,0,0,0,0
2011,1,15,javascript,0,0,0,0,0,0
2011,1,15,linux,4,3,1,2,0,0
2011,1,15,php,1,1,1,0,0,0
2011,1,15,python,7,0,2,1,0,0
2011,1,15,winapi,0,0,0,0,0,0
2011,1,15,windows,0,0,0,0,0,0
2011,1,16,.net,6,2,2,2,0,0
2011,1,16,c,2,0,1,0,0,0
2011,1,16,c#,4,0,1,1,0,0
2011,1,16,c++,5,2,1,0,0,0
2011,1,16,linux,0,3,0,2,0,0
2011,1,16,winforms,2,2,1,1,0,0
2011,1,17,ajax,0,6,0,0,0,0
2011,1,17,c,7,1,1,0,0,0
2011,1,17,c#,1,6,1,1,0,0
2011,1,17,c++,10,8,2,0,0,0
2011,1,17,django,1,7,1,1,0,0
2011,1,17,html,1,1,1,1,0,0
2011,1,17,ios,0,0,0,1,0,0
2011,1,17,java,1,4,1,0,0,0
2011,1,17,javascript,0,0,0,0,0,0
2011,1,17,jquery,0,6,0,0,0,0
2011,1,17,linux,1,3,1,0,0,0
2011,1,17,objective-c,0,0,0,1,0,0
2011,1,17,python,6,8,2,1,0,0
2011,1,18,c,0,0,0,0,0,0
2011,1,18,c++,1,0,1,1,0,0
2011,1,18,c++builder,1,0,1,1,0,0
2011,1,18,delphi,9,19,2,0,0,0
2011,1,18,google-maps-api,1,4,1,0,0,0
2011,1,18,ios,5,2,2,1,0,0
2011,1,18,iphone,3,2,1,1,0,0
2011,1,18,java,4,4,2,0,0,0
2011,1,18,javascript,1,4,1,0,0,0
2011,1,18,objective-c,5,2,2,1,0,0
2011,1,19,android,1,0,1,0,0,0
2011,1,19,c,6,3,2,0,0,0
2011,1,19,c#,4,2,1,0,0,0
2011,1,19,c++,14,11,2,4,0,0
2011,1,19,delphi,3,14,1,2,0,0
2011,1,19,gcc,3,0,1,0,0,0
2011,1,19,ide,0,3,0,0,0,0
2011,1,19,intellij-idea,0,3,0,0,0,0
2011,1,19,ios,0,0,0,2,0,0
2011,1,19,iphone,0,0,0,2,0,0
2011,1,19,java,0,10,0,0,0,0
2011,1,19,javascript,6,2,1,0,0,0
2011,1,19,linux,3,0,1,0,0,0
2011,1,19,mysql,3,2,2,0,0,0
2011,1,19,objective-c,0,0,0,2,0,0
2011,1,19,oracle,5,4,2,0,0,0
2011,1,19,pascal,3,0,1,0,0,0
2011,1,19,python,0,2,0,0,0,0
2011,1,19,windows,0,0,0,0,0,0
2011,1,19,xml,3,3,1,0,0,0
2011,1,20,.net,3,1,1,2,0,0
2011,1,20,android,1,0,1,0,0,0
2011,1,20,c,0,1,0,0,0,0
2011,1,20,c#,0,0,0,1,0,0
2011,1,20,c++,0,10,0,4,0,0
2011,1,20,delphi,1,8,1,2,0,0
2011,1,20,django,3,4,1,0,0,0
2011,1,20,java,5,14,2,2,0,0
2011,1,20,javascript,0,1,0,0,0,0
2011,1,20,pascal,0,3,0,2,0,0
2011,1,20,python,3,5,1,0,0,0
2011,1,20,ubuntu,3,2,1,0,0,0
2011,1,20,visual-studio,3,1,1,1,0,0
2011,1,20,xml,0,2,0,0,0,0
2011,1,21,.net,1,0,1,1,0,0
2011,1,21,c,3,1,1,1,0,0
2011,1,21,c#,1,0,1,0,0,0
2011,1,21,c++,0,0,0,0,0,0
2011,1,21,delphi,4,1,1,0,1,0
2011,1,21,gcc,5,2,2,1,0,0
2011,1,21,ide,0,0,0,0,0,0
2011,1,21,ios,0,0,0,1,0,0
2011,1,21,iphone,0,0,0,1,0,0
2011,1,21,java,0,0,0,1,0,0
2011,1,21,javascript,4,1,2,2,1,0
2011,1,21,linux,0,0,0,0,0,0
2011,1,21,mysql,0,0,0,0,0,0
2011,1,21,objective-c,0,0,0,1,0,0
2011,1,21,php,0,0,0,0,0,0
2011,1,21,ubuntu,0,0,0,0,0,0
2011,1,21,visual-studio,0,0,0,1,0,0
2011,1,21,windows,0,0,0,0,0,0
2011,1,21,wpf,1,0,1,0,0,0
2011,1,21,xaml,1,2,1,0,0,0
2011,1,21,xml,1,2,1,0,0,0
2011,1,22,c,2,2,1,0,0,0
2011,1,22,c#,2,0,1,1,0,0
2011,1,22,c++,1,4,1,0,0,0
2011,1,22,delphi,0,2,0,1,1,0
